PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Actual,Pred_Baseline (prior),Pred_Logistic Regression,Pred_Decision Tree,Pred_Random Forest,Pred_Hist Gradient Boosting
75.0,588.6,141.5,133.8,6.8,49.0,4.54,83.3,101.0,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
252.3,553.2,103.6,11.2,4.9,20.0,0.78,82.4,7.8,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
367.8,128.5,31.1,89.3,2.6,43.2,8.7,16.7,124.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
343.7,312.6,125.9,139.4,134.7,29.2,2.97,67.9,67.2,Severe,Very Poor,Moderate,Severe,Severe,Severe
487.3,390.2,186.8,76.8,143.4,9.8,2.38,93.9,22.5,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
377.5,342.2,48.5,55.1,121.3,7.7,6.9,24.2,14.7,Poor,Very Poor,Moderate,Poor,Poor,Poor
396.6,123.8,73.1,120.0,121.5,15.6,9.1,72.5,157.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
120.8,281.9,118.3,111.9,92.6,21.9,9.08,96.5,89.8,Poor,Very Poor,Very Poor,Poor,Poor,Poor
127.6,191.2,80.5,118.0,25.8,13.5,8.66,73.7,154.7,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
111.6,12.6,110.8,132.5,97.8,20.8,0.62,50.4,22.5,Poor,Very Poor,Moderate,Poor,Poor,Poor
347.5,518.1,114.3,125.2,110.3,49.4,6.43,9.2,87.5,Severe,Very Poor,Severe,Severe,Severe,Severe
102.8,598.5,174.4,114.8,190.7,13.4,8.25,92.5,80.2,Poor,Very Poor,Severe,Poor,Poor,Satisfactory
199.8,395.4,171.3,83.9,204.1,10.2,1.93,30.1,134.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
252.6,365.5,83.0,106.6,2.4,0.9,7.37,61.9,119.8,Severe,Very Poor,Severe,Severe,Severe,Severe
310.8,340.6,1.5,128.0,126.2,2.3,6.83,79.2,85.8,Severe,Very Poor,Severe,Severe,Severe,Severe
144.3,170.6,182.4,113.9,134.7,44.0,4.43,54.7,184.5,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
288.2,258.3,69.8,145.6,232.2,44.5,3.72,25.6,68.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
159.2,269.1,126.1,40.9,120.4,17.6,0.61,96.2,83.3,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
495.3,425.1,20.8,10.0,64.4,19.7,7.19,54.0,87.6,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Poor
155.7,414.7,127.1,136.8,100.0,38.5,7.94,57.8,10.9,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
248.1,330.4,135.1,75.9,150.8,16.4,0.67,63.5,34.2,Very Poor,Very Poor,Satisfactory,Severe,Very Poor,Very Poor
139.5,439.1,35.8,59.7,192.5,25.3,4.83,25.6,149.2,Severe,Very Poor,Poor,Severe,Severe,Severe
162.0,337.7,168.4,31.0,242.1,0.9,4.63,26.1,195.0,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
421.0,328.6,174.3,45.5,227.8,30.8,6.97,80.4,145.8,Poor,Very Poor,Severe,Poor,Poor,Poor
236.1,475.9,67.8,132.2,229.7,49.6,5.42,62.3,58.0,Severe,Very Poor,Severe,Severe,Severe,Severe
361.9,279.9,195.9,63.8,43.3,5.5,2.58,37.1,55.0,Poor,Very Poor,Moderate,Poor,Poor,Poor
53.9,264.6,33.3,143.8,43.5,9.4,5.38,54.9,132.1,Poor,Very Poor,Very Poor,Poor,Poor,Poor
403.8,4.6,89.2,64.4,241.1,9.6,5.48,97.4,184.1,Poor,Very Poor,Poor,Poor,Poor,Poor
431.2,380.8,66.2,10.1,112.8,39.7,1.5,78.6,191.5,Very Poor,Very Poor,Poor,Poor,Very Poor,Poor
252.6,14.3,41.5,123.8,170.8,48.3,7.93,94.7,8.0,Severe,Very Poor,Moderate,Severe,Severe,Severe
394.4,237.5,162.2,106.7,195.1,18.0,4.44,50.3,28.2,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
284.1,283.1,133.6,5.7,209.5,44.5,8.19,81.1,52.0,Severe,Very Poor,Moderate,Severe,Severe,Severe
3.0,593.7,159.4,35.4,100.9,0.6,5.96,42.9,27.2,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
39.9,166.0,152.4,74.5,157.7,28.6,8.51,68.1,74.2,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
463.0,91.4,171.9,102.3,228.8,21.9,9.28,12.4,141.8,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
200.8,70.6,100.7,32.9,224.6,48.7,9.42,35.1,148.3,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
254.8,31.8,196.4,79.9,163.3,38.8,5.58,65.1,19.3,Severe,Very Poor,Moderate,Severe,Severe,Severe
200.4,299.8,200.0,104.9,9.6,25.4,5.95,1.0,63.3,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
198.3,528.5,118.5,146.5,36.7,29.4,9.32,100.0,38.7,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
114.6,519.5,179.6,100.2,78.7,6.3,7.75,20.6,138.4,Poor,Very Poor,Very Poor,Poor,Poor,Poor
51.4,468.6,122.0,74.6,216.8,6.9,2.3,89.7,93.0,Severe,Very Poor,Very Poor,Severe,Severe,Severe
330.9,490.1,78.1,68.2,145.1,5.6,6.7,68.8,50.1,Severe,Very Poor,Severe,Severe,Severe,Severe
471.0,130.8,95.7,46.6,247.4,15.9,3.46,27.3,57.6,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
494.8,483.4,137.3,91.9,250.0,12.8,6.92,41.0,122.1,Severe,Very Poor,Severe,Severe,Severe,Severe
280.9,278.2,110.4,51.8,93.5,26.7,4.23,7.2,194.9,Severe,Very Poor,Poor,Severe,Severe,Severe
327.0,403.5,125.6,141.7,142.2,38.7,5.59,59.4,134.5,Severe,Very Poor,Severe,Severe,Severe,Severe
492.7,96.9,73.8,137.1,23.3,29.2,2.66,38.3,71.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
154.1,105.4,175.3,40.7,96.1,4.3,2.32,65.8,97.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
40.7,475.8,192.8,122.7,20.6,11.4,6.05,5.8,191.4,Severe,Very Poor,Poor,Severe,Severe,Severe
175.9,587.9,21.2,51.4,145.8,2.7,3.78,1.8,143.6,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
72.3,384.2,17.4,100.8,4.1,13.9,6.22,47.3,198.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
111.7,487.4,62.0,52.1,59.7,47.4,9.84,33.5,110.9,Severe,Very Poor,Very Poor,Severe,Severe,Severe
489.0,427.7,85.9,119.7,214.1,43.8,8.95,89.2,93.3,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
221.8,115.6,196.5,7.2,65.1,13.0,1.59,77.7,87.9,Very Poor,Very Poor,Good,Very Poor,Very Poor,Very Poor
324.2,230.1,102.7,93.5,41.2,47.8,7.17,5.7,45.5,Severe,Very Poor,Moderate,Severe,Severe,Severe
104.5,228.4,61.4,67.3,204.1,32.9,3.75,70.4,165.4,Poor,Very Poor,Poor,Poor,Poor,Poor
61.3,74.3,132.7,107.8,132.2,20.6,0.51,12.7,126.7,Moderate,Very Poor,Poor,Moderate,Moderate,Very Poor
416.2,4.4,21.2,78.0,64.0,26.0,8.67,13.7,5.4,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
470.8,31.1,198.1,91.6,246.8,22.7,3.93,28.3,46.0,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
247.4,594.9,108.1,104.2,55.6,37.5,5.64,73.8,50.3,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
11.7,48.0,82.5,135.8,158.6,42.2,4.94,21.6,31.1,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
229.6,448.7,12.8,7.2,73.7,48.7,5.55,36.1,48.0,Severe,Very Poor,Severe,Severe,Severe,Severe
308.2,547.1,110.0,106.2,37.7,5.3,8.4,13.2,111.8,Severe,Very Poor,Severe,Severe,Severe,Severe
131.3,483.1,155.7,60.2,102.1,36.8,4.53,48.2,104.4,Severe,Very Poor,Very Poor,Severe,Severe,Severe
70.6,413.3,83.0,143.9,190.3,13.6,7.68,84.9,38.0,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
395.8,203.3,19.3,104.4,71.4,45.0,3.98,79.9,154.1,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
422.6,121.6,199.6,49.0,150.4,7.9,8.88,83.1,57.0,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
196.5,235.9,62.9,1.1,56.6,34.0,8.74,74.1,10.1,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
363.7,274.5,140.5,134.3,123.8,15.0,8.96,67.2,15.0,Poor,Very Poor,Moderate,Poor,Poor,Poor
472.5,371.9,160.8,121.3,241.5,30.3,7.82,86.3,17.6,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
311.8,102.6,37.8,110.5,193.3,47.2,1.89,87.6,141.2,Severe,Very Poor,Poor,Severe,Severe,Severe
414.9,155.5,149.0,91.4,4.4,13.7,8.25,53.7,12.6,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
60.1,176.2,60.8,17.9,55.9,20.9,2.55,42.7,9.6,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Poor
440.2,574.6,11.6,72.6,54.9,33.3,6.06,87.3,91.0,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
490.5,43.3,108.2,9.9,80.9,43.0,7.18,88.1,105.9,Moderate,Very Poor,Moderate,Moderate,Moderate,Severe
383.4,20.5,148.1,101.0,164.9,22.0,9.41,76.6,92.1,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
379.6,214.8,11.5,124.2,75.6,17.4,8.68,48.1,164.2,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
435.5,325.3,177.8,27.5,121.9,34.5,0.24,37.6,23.1,Poor,Very Poor,Good,Satisfactory,Poor,Poor
445.3,514.1,3.3,115.8,114.3,22.2,4.29,33.1,97.2,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
332.9,86.9,161.4,41.1,202.3,13.1,5.49,4.6,112.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
12.2,589.3,125.9,104.7,217.4,29.5,4.17,56.2,180.0,Poor,Very Poor,Poor,Poor,Poor,Poor
207.4,531.7,138.9,88.7,59.5,36.9,4.8,24.1,68.5,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
362.7,544.0,47.9,85.2,197.3,37.3,0.35,94.1,41.5,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Severe
200.7,162.2,158.7,145.2,244.8,22.9,7.76,12.6,166.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
270.0,331.6,6.9,4.6,157.0,22.1,9.34,63.3,174.6,Severe,Very Poor,Poor,Severe,Severe,Severe
73.1,515.1,169.2,87.8,144.9,48.8,2.23,11.1,140.2,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
49.1,538.6,153.3,107.6,68.2,15.7,7.41,34.4,7.4,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
228.9,321.9,76.2,88.9,209.8,24.9,6.92,2.2,63.4,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
236.4,196.4,164.8,118.4,52.7,5.3,8.78,8.3,113.9,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
19.8,595.3,141.5,105.2,55.5,18.1,2.42,53.3,4.2,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
207.8,157.4,147.9,38.6,44.1,34.1,7.1,2.6,87.1,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
386.4,430.6,96.3,26.5,31.6,18.9,8.04,0.9,29.4,Moderate,Very Poor,Severe,Very Poor,Very Poor,Severe
487.9,485.6,195.5,13.6,124.1,19.8,3.41,60.6,111.4,Severe,Very Poor,Severe,Severe,Severe,Severe
471.9,435.9,139.4,133.9,136.6,34.1,8.7,19.0,50.8,Severe,Very Poor,Severe,Severe,Severe,Severe
299.4,143.8,123.3,108.6,9.8,23.9,8.98,47.8,7.2,Severe,Very Poor,Moderate,Severe,Severe,Severe
9.7,41.4,151.1,110.5,204.4,41.2,4.26,26.4,195.0,Poor,Very Poor,Poor,Poor,Poor,Poor
148.8,248.3,93.7,58.4,112.3,40.6,6.13,8.0,117.7,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
243.6,370.3,167.2,87.4,246.0,45.3,9.83,3.2,39.3,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
219.1,465.7,92.7,1.8,138.4,27.1,8.27,98.1,21.4,Severe,Very Poor,Severe,Severe,Severe,Very Poor
350.9,60.7,52.6,107.5,76.2,24.7,4.37,44.5,7.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
352.9,213.8,152.2,125.5,51.1,31.1,1.93,62.6,141.3,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
184.3,320.8,70.4,27.2,168.1,16.8,3.79,79.0,121.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
407.7,417.5,154.7,49.3,114.9,3.7,9.34,72.0,38.8,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
64.5,57.2,79.7,53.9,193.1,23.6,0.06,67.1,52.0,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
438.4,4.3,166.1,116.8,57.4,27.6,0.3,13.1,24.6,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
298.3,268.4,127.3,116.6,58.4,15.4,6.58,78.9,41.4,Severe,Very Poor,Moderate,Severe,Severe,Severe
411.1,122.9,7.6,136.2,92.8,48.6,0.54,1.6,1.2,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Poor
355.0,122.1,147.2,62.8,212.2,3.2,9.99,91.2,144.6,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
272.6,394.5,70.7,17.2,245.5,32.2,1.58,11.4,43.0,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
320.2,138.1,195.5,15.5,69.5,28.5,9.95,77.3,47.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
33.1,163.1,68.1,112.6,142.4,15.1,4.85,53.3,193.6,Poor,Very Poor,Poor,Poor,Poor,Poor
111.0,265.8,9.7,81.6,60.7,38.1,1.79,46.4,181.4,Poor,Very Poor,Poor,Poor,Poor,Poor
62.3,368.7,95.6,114.7,60.1,29.8,0.14,74.3,167.7,Very Poor,Very Poor,Poor,Severe,Very Poor,Very Poor
172.2,127.0,76.9,77.3,81.0,6.8,4.63,72.4,40.9,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
93.4,50.7,0.4,64.5,138.8,21.2,8.18,94.0,32.0,Poor,Very Poor,Moderate,Poor,Poor,Poor
481.0,588.7,35.6,6.8,233.3,0.3,5.64,27.0,79.5,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
208.2,294.8,20.2,78.8,189.9,1.5,5.09,4.6,94.3,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
18.1,552.6,76.5,113.8,122.4,13.4,1.39,44.0,106.0,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
460.2,313.6,33.2,123.8,146.3,17.0,3.24,5.6,41.7,Poor,Very Poor,Moderate,Poor,Poor,Poor
413.3,408.6,84.2,100.1,198.8,33.2,8.85,48.3,65.9,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
160.0,299.1,145.0,41.4,83.3,16.6,5.81,75.9,114.7,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
198.1,120.4,72.6,98.3,185.4,31.9,2.8,10.1,115.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
227.6,203.6,172.2,136.9,114.5,9.4,8.49,0.6,180.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
300.6,35.9,68.7,25.8,82.2,27.4,4.31,51.8,144.5,Severe,Very Poor,Poor,Severe,Severe,Severe
482.9,390.1,99.2,28.8,82.9,8.4,5.13,68.2,118.6,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
14.1,267.2,75.7,101.6,81.0,29.1,3.9,23.5,164.1,Poor,Very Poor,Poor,Poor,Poor,Poor
114.1,33.5,120.7,83.5,247.7,19.5,7.1,82.4,103.2,Poor,Very Poor,Moderate,Poor,Poor,Poor
383.5,481.4,120.4,100.5,11.1,29.3,5.59,96.9,75.6,Severe,Very Poor,Severe,Severe,Severe,Severe
432.7,542.0,185.0,8.9,244.6,7.7,1.59,11.5,138.8,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Poor
101.3,587.9,192.2,104.5,82.0,6.9,8.5,9.0,78.5,Poor,Very Poor,Severe,Poor,Poor,Poor
262.9,178.7,75.4,34.7,188.0,39.8,1.08,2.5,142.6,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
79.4,416.4,165.6,116.6,170.5,33.8,8.37,83.9,51.8,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
321.7,49.7,146.6,21.8,33.8,11.2,1.71,53.7,38.8,Severe,Very Poor,Good,Severe,Severe,Severe
467.9,509.9,140.9,46.7,222.0,47.3,9.1,74.5,36.9,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
134.0,212.1,26.7,105.5,221.6,32.0,2.92,69.5,61.8,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
287.8,277.9,126.9,79.4,34.7,25.3,3.82,17.9,81.6,Severe,Very Poor,Moderate,Severe,Severe,Severe
467.6,331.2,16.3,6.0,226.0,33.8,3.75,6.2,26.7,Poor,Very Poor,Satisfactory,Poor,Poor,Poor
361.8,158.9,113.8,105.5,165.6,8.7,1.71,6.3,196.4,Poor,Very Poor,Poor,Poor,Poor,Poor
489.7,586.0,181.0,132.0,227.4,41.5,6.06,78.1,193.4,Poor,Very Poor,Severe,Poor,Poor,Poor
166.5,380.2,57.2,26.8,230.2,17.6,4.42,60.1,163.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
371.7,252.6,154.4,127.1,9.9,46.5,4.88,79.6,51.0,Poor,Very Poor,Moderate,Poor,Poor,Poor
251.2,355.4,184.9,145.7,189.4,26.6,0.25,65.0,112.7,Severe,Very Poor,Severe,Severe,Severe,Very Poor
177.3,30.8,164.9,149.3,83.5,37.4,8.63,30.7,75.7,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
351.7,122.6,169.4,101.8,204.7,34.1,9.57,46.6,52.9,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
311.2,479.3,147.1,93.0,137.9,6.6,1.04,71.4,120.3,Severe,Very Poor,Severe,Severe,Severe,Severe
116.3,487.5,51.3,20.2,25.3,14.4,1.62,80.0,133.7,Severe,Very Poor,Very Poor,Poor,Severe,Severe
357.2,403.0,42.7,17.4,217.9,39.7,5.12,88.7,128.1,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
398.3,455.2,173.4,118.7,1.7,37.0,4.29,15.1,19.4,Severe,Very Poor,Severe,Severe,Severe,Severe
192.8,52.0,159.4,103.3,69.4,12.3,9.88,9.4,188.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
441.8,513.6,18.5,41.8,108.8,10.7,4.68,87.6,152.0,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
490.4,61.7,123.2,77.4,104.3,21.4,0.76,74.6,50.3,Satisfactory,Very Poor,Satisfactory,Satisfactory,Moderate,Moderate
374.5,226.1,94.3,38.1,33.6,6.4,7.54,36.6,120.3,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
375.7,389.4,173.8,132.3,146.3,21.6,4.74,12.7,93.0,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
373.0,301.5,163.8,64.1,222.9,8.4,0.68,55.5,124.9,Poor,Very Poor,Satisfactory,Moderate,Poor,Poor
72.7,39.3,122.2,9.8,18.7,28.0,4.2,7.3,168.2,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
396.1,207.5,66.2,60.3,23.3,24.2,3.68,17.7,164.9,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
176.8,336.8,127.1,108.8,2.1,14.7,3.62,32.1,106.9,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
203.0,336.3,196.6,120.3,76.6,14.2,2.76,56.7,109.6,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
62.0,190.6,87.5,42.7,31.8,10.9,2.29,88.6,60.1,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
283.2,194.9,159.7,124.5,230.3,40.9,7.12,9.0,171.2,Severe,Very Poor,Poor,Severe,Severe,Severe
6.2,47.1,58.5,32.8,235.4,47.7,4.07,94.9,164.8,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
22.3,587.3,128.0,55.6,94.7,25.2,0.13,49.0,120.0,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
328.0,437.2,180.8,127.6,34.9,32.2,6.46,86.8,180.1,Severe,Very Poor,Severe,Severe,Severe,Severe
315.7,476.4,188.2,125.8,245.2,11.0,7.71,67.8,6.3,Severe,Very Poor,Severe,Severe,Severe,Severe
492.8,183.6,78.0,123.7,79.6,19.6,4.94,19.1,77.6,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
377.3,566.6,197.1,25.9,93.1,31.8,9.0,36.1,12.6,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
444.0,491.4,17.1,19.7,247.9,17.4,0.73,7.4,178.7,Severe,Very Poor,Satisfactory,Poor,Severe,Severe
278.7,550.9,187.6,79.3,164.0,36.6,4.6,45.1,158.0,Severe,Very Poor,Severe,Severe,Severe,Severe
268.1,422.4,104.7,130.7,25.8,32.1,7.65,73.1,51.7,Severe,Very Poor,Severe,Severe,Severe,Severe
258.7,504.7,166.3,13.5,68.2,27.3,2.15,30.5,96.4,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
459.4,306.5,25.1,112.9,152.7,38.8,7.73,28.0,30.4,Poor,Very Poor,Moderate,Poor,Poor,Poor
425.3,475.8,119.7,15.5,233.7,36.9,3.17,64.0,151.2,Severe,Very Poor,Severe,Severe,Severe,Severe
36.8,518.3,57.0,118.3,205.0,23.6,8.63,54.6,105.1,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
348.8,431.6,183.5,61.2,119.5,17.4,6.14,6.4,25.8,Severe,Very Poor,Severe,Severe,Severe,Severe
22.0,60.2,167.2,54.0,129.1,33.4,0.9,34.2,186.9,Poor,Very Poor,Poor,Poor,Poor,Poor
485.0,348.3,197.0,134.0,86.8,29.1,3.29,55.3,176.2,Poor,Very Poor,Severe,Poor,Poor,Poor
115.7,559.9,111.9,81.7,54.3,26.0,1.19,9.8,95.7,Poor,Very Poor,Very Poor,Poor,Poor,Very Poor
226.4,518.7,13.6,48.4,189.7,2.2,0.65,97.8,9.0,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
484.2,349.0,148.5,62.7,203.5,41.7,7.09,41.0,20.3,Poor,Very Poor,Moderate,Poor,Poor,Poor
287.2,150.8,114.0,51.6,182.4,29.5,6.94,99.6,157.4,Severe,Very Poor,Poor,Severe,Severe,Severe
400.2,231.7,167.1,44.1,9.3,21.8,9.51,60.0,63.9,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
312.8,34.4,129.9,78.7,200.0,49.3,4.61,20.9,152.6,Severe,Very Poor,Poor,Severe,Severe,Severe
496.2,222.2,183.6,50.1,169.0,45.3,2.15,37.3,5.3,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
442.8,310.9,9.7,35.1,123.4,38.2,3.83,62.4,42.8,Poor,Very Poor,Moderate,Poor,Poor,Poor
203.4,285.4,55.0,12.2,24.0,25.5,2.03,52.9,132.3,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
171.7,53.2,133.3,9.6,41.1,27.6,7.22,31.2,9.8,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
225.7,37.5,165.5,35.4,114.7,3.8,0.0,48.6,167.0,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
259.6,217.8,71.3,96.9,184.3,45.5,9.26,49.7,69.6,Severe,Very Poor,Moderate,Severe,Severe,Severe
355.7,498.3,46.7,49.1,171.8,4.0,0.73,42.1,79.5,Severe,Very Poor,Satisfactory,Satisfactory,Severe,Severe
209.0,449.5,194.5,100.4,113.0,11.0,0.18,99.2,43.3,Severe,Very Poor,Satisfactory,Very Poor,Severe,Severe
470.2,61.3,24.7,51.4,11.5,30.8,3.59,58.7,118.8,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
392.7,49.7,179.2,146.3,65.8,17.8,3.83,8.7,139.2,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
289.8,455.1,140.2,84.4,148.7,31.5,5.13,61.9,38.0,Severe,Very Poor,Severe,Severe,Severe,Severe
199.2,300.4,163.6,48.1,213.7,42.3,2.37,27.8,20.5,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
326.7,47.1,148.0,107.0,249.3,18.7,3.99,32.3,70.8,Severe,Very Poor,Moderate,Severe,Severe,Severe
431.8,296.7,86.9,10.3,117.3,45.4,3.38,81.0,163.6,Poor,Very Poor,Poor,Poor,Poor,Severe
301.8,209.6,100.3,103.9,153.9,2.8,5.34,85.2,186.1,Severe,Very Poor,Poor,Severe,Severe,Severe
350.9,436.4,92.1,111.1,92.5,5.3,1.0,25.6,179.6,Severe,Very Poor,Poor,Poor,Severe,Very Poor
368.1,40.7,126.2,19.3,229.8,20.3,3.53,78.6,92.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
436.8,37.8,197.0,55.3,115.4,20.5,8.66,63.1,32.6,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
309.3,482.5,189.7,62.9,55.2,26.9,6.6,77.8,73.6,Severe,Very Poor,Severe,Severe,Severe,Severe
113.8,394.9,185.3,23.3,230.0,23.3,4.5,75.9,121.6,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
245.4,240.2,168.3,94.3,37.7,37.1,2.01,55.9,88.9,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
151.1,323.2,123.3,140.5,147.8,21.5,1.32,1.7,107.8,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Severe
223.6,152.7,14.3,98.3,58.7,34.3,8.56,13.0,83.6,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
299.6,146.0,7.6,2.6,207.3,5.0,5.13,98.4,150.5,Severe,Very Poor,Poor,Severe,Severe,Severe
130.2,558.0,160.7,99.5,152.0,9.1,9.58,4.8,151.2,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
417.3,232.9,92.6,39.8,164.5,45.1,0.16,45.5,55.1,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
213.2,430.2,21.1,95.5,201.1,42.0,3.97,99.6,133.5,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Severe
